repayment_period,date_disbursed,date_repaid,loan_id,borrower_id,loan_amount
2,2020-02-05,2020-04-05,19503,9503,9513.006428571429
1,2020-01-11,2020-02-11,19504,9504,8935.5075
1,2020-03-20,2020-04-20,19505,9505,5572.7267142857145
3,2020-01-03,2020-04-03,19506,9506,13873.859666666665
1,2020-03-18,2020-04-18,19507,9507,12465.06
2,2020-01-29,2020-03-29,19508,9508,10135.869499999999
1,2020-02-07,2020-03-07,19509,9509,10095.8025
2,2020-02-06,2020-04-06,19510,9510,12135.125250000001
1,2020-02-15,2020-03-15,19511,9511,8749.438
2,2020-03-10,2020-05-10,19512,9512,14246.341999999999
1,2020-01-03,2020-02-03,19513,9513,7293.1725
1,2020-01-29,2020-02-29,19514,9514,10828.596
1,2020-01-23,2020-02-23,19515,9515,12814.744999999999
2,2020-01-23,2020-03-23,19516,9516,9604.235
1,2020-02-13,2020-03-13,19517,9517,8658.0255
1,2020-02-29,2020-03-29,19518,9518,7172.92
1,2020-03-17,2020-04-17,19519,9519,12760.402199999999
2,2020-03-26,2020-05-26,19520,9520,7865.486849999999
1,2020-01-20,2020-02-20,19521,9521,11377.791999999998
2,2020-01-23,2020-03-23,19522,9522,9103.886749999998
1,2020-02-10,2020-03-10,19523,9523,12107.1762
1,2020-03-20,2020-04-20,19524,9524,10113.1992
1,2020-02-26,2020-03-26,19525,9525,10138.4445
2,2020-03-09,2020-05-09,19526,9526,10072.473
2,2020-01-11,2020-03-11,19527,9527,6975.288750000001
1,2020-02-21,2020-03-21,19528,9528,10835.57425
1,2020-02-29,2020-03-29,19529,9529,12467.96975
1,2020-03-25,2020-04-25,19530,9530,8035.995625
3,2020-03-20,2020-06-20,19531,9531,12154.684949999999
1,2020-01-28,2020-02-28,19532,9532,6502.905
2,2020-02-24,2020-04-24,19533,9533,7780.156500000001
1,2020-01-31,2020-02-29,19534,9534,10803.381599999999
1,2020-02-24,2020-03-24,19535,9535,11352.866
2,2020-03-17,2020-05-17,19536,9536,8560.30425
1,2020-03-16,2020-04-16,19537,9537,9825.449571428571
1,2020-03-30,2020-04-30,19538,9538,10444.939392857143
3,2020-02-23,2020-05-23,19539,9539,12698.48375
2,2020-01-21,2020-03-21,19540,9540,12015.063299999998
1,2020-03-06,2020-04-06,19541,9541,8169.533285714286
2,2020-02-17,2020-04-17,19542,9542,6541.651392857143
1,2020-02-03,2020-03-03,19543,9543,5859.373875
1,2020-03-27,2020-04-27,19544,9544,10630.3416
1,2020-03-31,2020-04-30,19545,9545,4782.7535
1,2020-01-17,2020-02-17,19546,9546,12929.8475
1,2020-03-06,2020-04-06,19547,9547,7991.358
1,2020-02-14,2020-03-14,19548,9548,11242.424249999998
3,2020-02-10,2020-05-10,19549,9549,10760.90292857143
2,2020-03-15,2020-05-15,19550,9550,8780.18865
1,2020-01-12,2020-02-12,19551,9551,13839.414750000002
1,2020-03-13,2020-04-13,19552,9552,8073.860999999999
1,2020-03-22,2020-04-22,19553,9553,12181.32075
1,2020-02-13,2020-03-13,19554,9554,8940.297
1,2020-03-10,2020-04-10,19555,9555,7278.72675
1,2020-02-29,2020-03-29,19556,9556,8261.681499999999
1,2020-01-18,2020-02-18,19557,9557,11658.291899999998
1,2020-01-31,2020-02-29,19558,9558,7125.951999999999
1,2020-03-14,2020-04-14,19559,9559,12225.585000000001
1,2020-02-08,2020-03-08,19560,9560,10074.8935
1,2020-01-07,2020-02-07,19561,9561,12237.520125
1,2020-01-09,2020-02-09,19562,9562,11327.734
1,2020-03-15,2020-04-15,19563,9563,15404.371
1,2020-03-24,2020-04-24,19564,9564,11252.956
1,2020-03-04,2020-04-04,19565,9565,9131.662416666666
2,2020-01-03,2020-03-03,19566,9566,8611.242900000001
2,2020-02-21,2020-04-21,19567,9567,14354.852499999999
1,2020-03-20,2020-04-20,19568,9568,10795.224
1,2020-02-13,2020-03-13,19569,9569,9162.350285714287
1,2020-03-10,2020-04-10,19570,9570,13627.518000000002
2,2020-02-07,2020-04-07,19571,9571,13523.46225
1,2020-01-19,2020-02-19,19572,9572,16904.154
1,2020-01-09,2020-02-09,19573,9573,10199.08575
1,2020-03-30,2020-04-30,19574,9574,11387.731499999998
1,2020-03-12,2020-04-12,19575,9575,10093.484999999999
1,2020-01-03,2020-02-03,19576,9576,8794.634399999999
1,2020-02-19,2020-03-19,19577,9577,14636.32575
1,2020-01-15,2020-02-15,19578,9578,12900.5955
2,2020-01-01,2020-03-01,19579,9579,7750.775749999999
1,2020-01-16,2020-02-16,19580,9580,7983.103285714285
1,2020-02-24,2020-03-24,19581,9581,11000.8532
1,2020-03-05,2020-04-05,19582,9582,11235.151714285716
1,2020-03-14,2020-04-14,19583,9583,8141.3775
1,2020-01-06,2020-02-06,19584,9584,10916.467875000002
2,2020-01-12,2020-03-12,19585,9585,4759.9184
1,2020-01-19,2020-02-19,19586,9586,11581.886499999999
1,2020-01-15,2020-02-15,19587,9587,9904.685999999998
2,2020-03-25,2020-05-25,19588,9588,10704.068999999998
2,2020-03-14,2020-05-14,19589,9589,9079.1925
3,2020-01-09,2020-04-09,19590,9590,11436.310714285713
1,2020-03-20,2020-04-20,19591,9591,7614.1926
1,2020-03-01,2020-04-01,19592,9592,11227.8446
1,2020-02-01,2020-03-01,19593,9593,7569.4493999999995
1,2020-03-11,2020-04-11,19594,9594,9841.274785714284
1,2020-02-13,2020-03-13,19595,9595,12021.459600000002
1,2020-01-15,2020-02-15,19596,9596,8962.0506
1,2020-02-24,2020-03-24,19597,9597,9771.507
1,2020-01-11,2020-02-11,19598,9598,6780.155249999999
1,2020-01-01,2020-02-01,19599,9599,8002.173000000001
1,2020-03-06,2020-04-06,19600,9600,9437.14325
1,2020-02-24,2020-03-24,19601,9601,9635.299799999999
1,2020-01-22,2020-02-22,19602,9602,8986.3998
1,2020-02-12,2020-03-12,19603,9603,5543.07375
2,2020-01-07,2020-03-07,19604,9604,7799.546249999999
1,2020-02-01,2020-03-01,19605,9605,10953.432
1,2020-03-21,2020-04-21,19606,9606,10391.1035
1,2020-03-22,2020-04-22,19607,9607,8494.121599999999
1,2020-01-10,2020-02-10,19608,9608,11629.3695
1,2020-01-14,2020-02-14,19609,9609,12392.135999999999
1,2020-02-18,2020-03-18,19610,9610,5634.968142857143
2,2020-03-23,2020-05-23,19611,9611,10197.103
2,2020-03-05,2020-05-05,19612,9612,13453.036000000002
1,2020-03-11,2020-04-11,19613,9613,5414.606999999999
1,2020-01-04,2020-02-04,19614,9614,10613.470199999998
1,2020-01-01,2020-02-01,19615,9615,8560.561749999999
1,2020-03-15,2020-04-15,19616,9616,7507.680299999999
1,2020-01-12,2020-02-12,19617,9617,9432.6885
1,2020-01-14,2020-02-14,19618,9618,10094.1648
1,2020-03-20,2020-04-20,19619,9619,13195.947999999999
1,2020-03-23,2020-04-23,19620,9620,11321.914499999999
2,2020-03-22,2020-05-22,19621,9621,8229.21075
1,2020-01-02,2020-02-02,19622,9622,8935.43025
3,2020-02-03,2020-05-03,19623,9623,8364.86175
1,2020-01-27,2020-02-27,19624,9624,10882.4547
1,2020-03-08,2020-04-08,19625,9625,10683.172874999998
3,2020-03-15,2020-06-15,19626,9626,13445.8878
1,2020-02-16,2020-03-16,19627,9627,9181.82685
1,2020-01-22,2020-02-22,19628,9628,10428.75
1,2020-02-29,2020-03-29,19629,9629,3130.2318
1,2020-03-24,2020-04-24,19630,9630,13431.921
1,2020-02-29,2020-03-29,19631,9631,14382.868499999999
2,2020-02-13,2020-04-13,19632,9632,12137.6745
2,2020-03-26,2020-05-26,19633,9633,8767.462999999998
1,2020-01-12,2020-02-12,19634,9634,11535.911714285716
3,2020-02-04,2020-05-04,19635,9635,9759.7135
1,2020-01-13,2020-02-13,19636,9636,14731.354285714286
1,2020-02-03,2020-03-03,19637,9637,8946.638857142856
1,2020-01-21,2020-02-21,19638,9638,8935.89375
2,2020-03-10,2020-05-10,19639,9639,10472.216000000002
1,2020-03-30,2020-04-30,19640,9640,11005.529400000001
1,2020-01-06,2020-02-06,19641,9641,12535.6974
1,2020-01-03,2020-02-03,19642,9642,7885.046549999999
2,2020-03-23,2020-05-23,19643,9643,10255.63275
1,2020-03-29,2020-04-29,19644,9644,13282.8285
1,2020-02-23,2020-03-23,19645,9645,7520.5965
1,2020-01-06,2020-02-06,19646,9646,4188.5465
1,2020-03-15,2020-04-15,19647,9647,10635.18775
1,2020-01-23,2020-02-23,19648,9648,10001.37725
1,2020-02-20,2020-03-20,19649,9649,9484.78075
1,2020-01-06,2020-02-06,19650,9650,9969.9365
1,2020-02-08,2020-03-08,19651,9651,13217.536799999996
1,2020-03-16,2020-04-16,19652,9652,8756.2463
1,2020-02-11,2020-03-11,19653,9653,10264.2693
1,2020-03-18,2020-04-18,19654,9654,10466.695199999998
1,2020-03-19,2020-04-19,19655,9655,9134.024549999998
1,2020-01-11,2020-02-11,19656,9656,12935.0799
2,2020-02-05,2020-04-05,19657,9657,7309.395
1,2020-03-12,2020-04-12,19658,9658,11740.352
1,2020-02-16,2020-03-16,19659,9659,9035.056999999999
2,2020-03-20,2020-05-20,19660,9660,5882.072499999999
3,2020-01-04,2020-04-04,19661,9661,9548.779799999998
1,2020-01-13,2020-02-13,19662,9662,10678.988499999998
1,2020-01-14,2020-02-14,19663,9663,10726.729000000001
2,2020-01-13,2020-03-13,19664,9664,7379.0642
1,2020-02-01,2020-03-01,19665,9665,12227.5935
1,2020-03-26,2020-04-26,19666,9666,9820.473199999999
2,2020-03-19,2020-05-19,19667,9667,9282.2364
1,2020-02-01,2020-03-01,19668,9668,7741.668342857142
1,2020-03-24,2020-04-24,19669,9669,9417.6402
1,2020-02-12,2020-03-12,19670,9670,13692.510999999999
3,2020-03-25,2020-06-25,19671,9671,12697.453749999997
1,2020-03-05,2020-04-05,19672,9672,9311.921
3,2020-01-19,2020-04-19,19673,9673,4583.043857142857
2,2020-02-29,2020-04-29,19674,9674,11130.386
1,2020-01-18,2020-02-18,19675,9675,11536.1133
1,2020-03-19,2020-04-19,19676,9676,10407.66075
2,2020-01-31,2020-03-31,19677,9677,12645.824999999999
3,2020-03-09,2020-06-09,19678,9678,10666.473999999998
2,2020-02-06,2020-04-06,19679,9679,7949.179499999999
2,2020-02-28,2020-04-28,19680,9680,8128.7085
2,2020-02-12,2020-04-12,19681,9681,6575.52
2,2020-01-09,2020-03-09,19682,9682,8609.4095
1,2020-01-28,2020-02-28,19683,9683,14938.7904
1,2020-02-26,2020-03-26,19684,9684,13048.3284
1,2020-02-07,2020-03-07,19685,9685,12609.054
3,2020-03-28,2020-06-28,19686,9686,10552.5045
1,2020-03-08,2020-04-08,19687,9687,8796.7665
1,2020-03-10,2020-04-10,19688,9688,10979.542500000001
1,2020-01-20,2020-02-20,19689,9689,5590.119
1,2020-01-13,2020-02-13,19690,9690,8666.2655
1,2020-03-21,2020-04-21,19691,9691,12110.7606
1,2020-02-17,2020-03-17,19692,9692,7734.887999999999
1,2020-03-24,2020-04-24,19693,9693,10554.1422
1,2020-01-18,2020-02-18,19694,9694,13226.848
1,2020-01-02,2020-02-02,19695,9695,9644.728714285715
1,2020-03-16,2020-04-16,19696,9696,10029.254200000001
1,2020-01-18,2020-02-18,19697,9697,7777.6227
1,2020-02-20,2020-03-20,19698,9698,10509.584400000002
2,2020-01-19,2020-03-19,19699,9699,5209.9666
2,2020-01-07,2020-03-07,19700,9700,6538.4915
1,2020-01-13,2020-02-13,19701,9701,11784.693499999998
2,2020-01-20,2020-03-20,19702,9702,12421.367400000001
1,2020-03-15,2020-04-15,19703,9703,8920.397399999998
1,2020-02-06,2020-03-06,19704,9704,10815.961333333335
1,2020-03-25,2020-04-25,19705,9705,9839.487
1,2020-02-25,2020-03-25,19706,9706,16503.2265
1,2020-02-24,2020-03-24,19707,9707,7774.543
1,2020-02-05,2020-03-05,19708,9708,10008.2525
2,2020-01-07,2020-03-07,19709,9709,7658.5341
1,2020-02-29,2020-03-29,19710,9710,10528.6085
1,2020-02-09,2020-03-09,19711,9711,9599.085
1,2020-03-10,2020-04-10,19712,9712,11623.2822
1,2020-03-08,2020-04-08,19713,9713,9496.805999999999
1,2020-01-08,2020-02-08,19714,9714,9434.82575
1,2020-03-26,2020-04-26,19715,9715,6711.48
2,2020-03-27,2020-05-27,19716,9716,14361.5784
3,2020-01-14,2020-04-14,19717,9717,8950.602149999999
1,2020-01-04,2020-02-04,19718,9718,12415.465499999998
1,2020-01-16,2020-02-16,19719,9719,10130.794542857142
1,2020-02-27,2020-03-27,19720,9720,10348.332750000001
2,2020-02-07,2020-04-07,19721,9721,13318.74975
3,2020-01-01,2020-04-01,19722,9722,11030.579
1,2020-01-08,2020-02-08,19723,9723,7943.128250000001
1,2020-01-17,2020-02-17,19724,9724,9549.645
1,2020-02-15,2020-03-15,19725,9725,11144.93475
1,2020-01-16,2020-02-16,19726,9726,9000.181199999999
2,2020-03-23,2020-05-23,19727,9727,10539.2175
1,2020-03-10,2020-04-10,19728,9728,15700.959499999997
2,2020-03-05,2020-05-05,19729,9729,8872.703249999999
1,2020-01-06,2020-02-06,19730,9730,10832.715999999999
3,2020-03-14,2020-06-14,19731,9731,7084.707857142857
2,2020-01-18,2020-03-18,19732,9732,3430.8269999999998
1,2020-02-28,2020-03-28,19733,9733,8420.806199999999
2,2020-03-20,2020-05-20,19734,9734,15776.097999999998
3,2020-01-22,2020-04-22,19735,9735,15127.5585
1,2020-01-25,2020-02-25,19736,9736,12923.0495
2,2020-02-06,2020-04-06,19737,9737,13113.084499999999
2,2020-03-13,2020-05-13,19738,9738,12863.87085
1,2020-02-16,2020-03-16,19739,9739,13574.509049999999
1,2020-02-08,2020-03-08,19740,9740,11328.640399999998
1,2020-03-14,2020-04-14,19741,9741,8570.0841
1,2020-03-25,2020-04-25,19742,9742,9812.0478
2,2020-02-07,2020-04-07,19743,9743,2984.631
1,2020-03-01,2020-04-01,19744,9744,7527.858
1,2020-03-05,2020-04-05,19745,9745,12760.999600000001
1,2020-03-24,2020-04-24,19746,9746,10673.4677
1,2020-01-09,2020-02-09,19747,9747,7155.6675
1,2020-03-01,2020-04-01,19748,9748,12100.00225
1,2020-03-11,2020-04-11,19749,9749,8073.9713571428565
1,2020-01-20,2020-02-20,19750,9750,9249.930449999998
1,2020-01-08,2020-02-08,19751,9751,9956.05725
1,2020-01-16,2020-02-16,19752,9752,13679.507249999999
1,2020-01-13,2020-02-13,19753,9753,11738.523750000002
1,2020-01-07,2020-02-07,19754,9754,8566.5615
1,2020-02-07,2020-03-07,19755,9755,13294.647750000002
1,2020-01-14,2020-02-14,19756,9756,12704.534999999998
1,2020-03-18,2020-04-18,19757,9757,9334.96725
2,2020-03-24,2020-05-24,19758,9758,13326.938250000001
1,2020-01-28,2020-02-28,19759,9759,9006.32
2,2020-01-09,2020-03-09,19760,9760,13803.879750000002
1,2020-03-09,2020-04-09,19761,9761,11852.106999999998
1,2020-02-14,2020-03-14,19762,9762,15166.441
1,2020-01-29,2020-02-29,19763,9763,3680.37025
1,2020-03-01,2020-04-01,19764,9764,5587.956
1,2020-03-25,2020-04-25,19765,9765,6414.067499999999
2,2020-03-14,2020-05-14,19766,9766,13346.09625
2,2020-01-13,2020-03-13,19767,9767,8958.486799999999
1,2020-03-24,2020-04-24,19768,9768,9602.149249999999
1,2020-02-13,2020-03-13,19769,9769,12855.121000000001
2,2020-03-21,2020-05-21,19770,9770,7658.750399999999
2,2020-03-06,2020-05-06,19771,9771,11224.4559
1,2020-03-20,2020-04-20,19772,9772,11648.0125
1,2020-02-25,2020-03-25,19773,9773,13400.1455
1,2020-01-31,2020-02-29,19774,9774,6351.174964285715
1,2020-02-21,2020-03-21,19775,9775,7021.2525
1,2020-01-27,2020-02-27,19776,9776,9240.529125000001
1,2020-03-20,2020-04-20,19777,9777,12836.70975
1,2020-03-10,2020-04-10,19778,9778,7370.764607142857
1,2020-03-19,2020-04-19,19779,9779,11288.7485
1,2020-01-17,2020-02-17,19780,9780,12724.62
1,2020-03-06,2020-04-06,19781,9781,12330.13
2,2020-01-14,2020-03-14,19782,9782,10383.24975
1,2020-03-18,2020-04-18,19783,9783,12504.3236
1,2020-03-06,2020-04-06,19784,9784,12168.239749999999
1,2020-01-26,2020-02-26,19785,9785,10473.279107142858
1,2020-01-30,2020-02-29,19786,9786,5720.941875
1,2020-03-13,2020-04-13,19787,9787,7701.8765
3,2020-02-06,2020-05-06,19788,9788,10526.497
2,2020-02-12,2020-04-12,19789,9789,15253.76955
2,2020-01-13,2020-03-13,19790,9790,8711.239714285713
1,2020-03-08,2020-04-08,19791,9791,13707.858
1,2020-02-10,2020-03-10,19792,9792,13798.106600000001
1,2020-02-08,2020-03-08,19793,9793,13287.4326
1,2020-01-08,2020-02-08,19794,9794,9241.1085
2,2020-02-05,2020-04-05,19795,9795,7589.1945
1,2020-03-21,2020-04-21,19796,9796,8952.6982
1,2020-02-12,2020-03-12,19797,9797,13011.9385
1,2020-03-27,2020-04-27,19798,9798,13250.486499999999
3,2020-03-27,2020-06-27,19799,9799,10212.573599999998
1,2020-01-04,2020-02-04,19800,9800,6437.93775
2,2020-03-13,2020-05-13,19801,9801,11489.794200000002
2,2020-02-15,2020-04-15,19802,9802,7519.2678000000005
1,2020-03-15,2020-04-15,19803,9803,9968.365749999999
1,2020-01-17,2020-02-17,19804,9804,10506.956428571428
2,2020-02-12,2020-04-12,19805,9805,14442.454
1,2020-03-23,2020-04-23,19806,9806,9361.381599999999
1,2020-03-16,2020-04-16,19807,9807,10210.98225
2,2020-02-01,2020-04-01,19808,9808,11530.412250000001
1,2020-02-19,2020-03-19,19809,9809,11950.291749999999
1,2020-01-05,2020-02-05,19810,9810,8805.186749999999
1,2020-01-10,2020-02-10,19811,9811,10860.175799999999
2,2020-01-25,2020-03-25,19812,9812,10668.546874999998
1,2020-01-09,2020-02-09,19813,9813,12268.61325
2,2020-03-12,2020-05-12,19814,9814,5976.085749999999
1,2020-02-24,2020-03-24,19815,9815,4697.8506
1,2020-03-21,2020-04-21,19816,9816,6705.3
1,2020-03-27,2020-04-27,19817,9817,12096.937999999998
2,2020-02-08,2020-04-08,19818,9818,9418.6805
1,2020-01-22,2020-02-22,19819,9819,10489.623000000001
2,2020-03-21,2020-05-21,19820,9820,4868.7585
2,2020-02-11,2020-04-11,19821,9821,10370.246
2,2020-01-31,2020-03-31,19822,9822,10749.094714285715
1,2020-03-17,2020-04-17,19823,9823,12992.32215
3,2020-02-22,2020-05-22,19824,9824,9668.095
1,2020-02-09,2020-03-09,19825,9825,10286.352499999997
1,2020-04-01,2020-05-01,19826,9826,3805.3864999999996
3,2020-03-25,2020-06-25,19827,9827,13780.699599999998
2,2020-01-15,2020-03-15,19828,9828,11239.504200000003
1,2020-02-15,2020-03-15,19829,9829,7120.6887
1,2020-02-29,2020-03-29,19830,9830,8139.2248
1,2020-02-25,2020-03-25,19831,9831,8193.969299999999
1,2020-01-19,2020-02-19,19832,9832,6923.9175
1,2020-02-29,2020-03-29,19833,9833,15359.926500000001
1,2020-01-09,2020-02-09,19834,9834,10666.896299999999
2,2020-02-18,2020-04-18,19835,9835,11593.437214285714
2,2020-03-25,2020-05-25,19836,9836,10249.088571428572
1,2020-03-08,2020-04-08,19837,9837,12198.5475
3,2020-01-24,2020-04-24,19838,9838,5938.441457142858
1,2020-02-12,2020-03-12,19839,9839,10223.4195
1,2020-02-03,2020-03-03,19840,9840,8041.416
2,2020-01-29,2020-03-29,19841,9841,10994.528999999997
1,2020-02-10,2020-03-10,19842,9842,14676.1404
1,2020-03-07,2020-04-07,19843,9843,9239.223600000001
1,2020-02-12,2020-03-12,19844,9844,5789.115
1,2020-03-20,2020-04-20,19845,9845,12746.94525
3,2020-01-28,2020-04-28,19846,9846,10387.034999999998
1,2020-02-19,2020-03-19,19847,9847,4900.121999999999
2,2020-02-16,2020-04-16,19848,9848,8151.03375
1,2020-01-28,2020-02-28,19849,9849,9698.763249999998
1,2020-01-20,2020-02-20,19850,9850,11235.425400000002
1,2020-03-09,2020-04-09,19851,9851,11807.894250000001
2,2020-03-14,2020-05-14,19852,9852,10592.75175
1,2020-02-11,2020-03-11,19853,9853,8150.8638
1,2020-01-05,2020-02-05,19854,9854,7067.7055
1,2020-03-05,2020-04-05,19855,9855,12989.0725
1,2020-03-04,2020-04-04,19856,9856,7865.8696666666665
1,2020-03-13,2020-04-13,19857,9857,9824.294499999998
2,2020-01-31,2020-03-31,19858,9858,7612.446749999999
1,2020-03-14,2020-04-14,19859,9859,9964.6938
1,2020-02-02,2020-03-02,19860,9860,9996.04185
1,2020-01-27,2020-02-27,19861,9861,10612.5535
2,2020-01-17,2020-03-17,19862,9862,11396.723399999997
1,2020-03-10,2020-04-10,19863,9863,11798.083500000002
2,2020-02-02,2020-04-02,19864,9864,13657.902999999998
1,2020-03-07,2020-04-07,19865,9865,7540.372500000001
2,2020-01-29,2020-03-29,19866,9866,13055.868
1,2020-03-11,2020-04-11,19867,9867,9270.0412
2,2020-03-14,2020-05-14,19868,9868,8984.057285714285
3,2020-03-25,2020-06-25,19869,9869,10067.034599999999
1,2020-03-07,2020-04-07,19870,9870,9841.8972
1,2020-02-05,2020-03-05,19871,9871,9169.15785
1,2020-03-30,2020-04-30,19872,9872,11083.59825
3,2020-02-26,2020-05-26,19873,9873,9470.579625
1,2020-01-30,2020-02-29,19874,9874,9806.0223
1,2020-03-18,2020-04-18,19875,9875,7034.1377999999995
2,2020-01-27,2020-03-27,19876,9876,9126.366499999998
3,2020-01-14,2020-04-14,19877,9877,10566.306499999997
1,2020-01-27,2020-02-27,19878,9878,5695.693999999999
1,2020-01-15,2020-02-15,19879,9879,8308.2375
1,2020-03-02,2020-04-02,19880,9880,10178.46
1,2020-02-03,2020-03-03,19881,9881,13077.36925
2,2020-03-03,2020-05-03,19882,9882,7360.54995
1,2020-01-01,2020-02-01,19883,9883,10566.4095
1,2020-02-09,2020-03-09,19884,9884,8074.501071428571
1,2020-01-14,2020-02-14,19885,9885,6123.272749999999
1,2020-01-19,2020-02-19,19886,9886,10461.744333333334
1,2020-02-09,2020-03-09,19887,9887,12030.052375
2,2020-01-07,2020-03-07,19888,9888,10366.47105
1,2020-02-21,2020-03-21,19889,9889,7985.6415
1,2020-03-23,2020-04-23,19890,9890,12767.900599999999
1,2020-03-03,2020-04-03,19891,9891,11986.007
1,2020-03-03,2020-04-03,19892,9892,8660.214249999999
1,2020-02-27,2020-03-27,19893,9893,7091.055600000001
1,2020-02-25,2020-03-25,19894,9894,8557.4769
1,2020-03-25,2020-04-25,19895,9895,11730.7524
2,2020-02-05,2020-04-05,19896,9896,15086.873499999998
1,2020-01-15,2020-02-15,19897,9897,9061.0542
2,2020-01-28,2020-03-28,19898,9898,12193.2636
1,2020-01-05,2020-02-05,19899,9899,9741.64215
1,2020-01-11,2020-02-11,19900,9900,9901.364249999997
2,2020-03-10,2020-05-10,19901,9901,7936.598785714286
1,2020-03-04,2020-04-04,19902,9902,12711.8892
2,2020-02-10,2020-04-10,19903,9903,9776.642285714286
1,2020-01-29,2020-02-29,19904,9904,10326.316499999997
1,2020-01-14,2020-02-14,19905,9905,7260.161
2,2020-03-10,2020-05-10,19906,9906,8530.6145
1,2020-03-06,2020-04-06,19907,9907,7692.338699999998
1,2020-01-05,2020-02-05,19908,9908,10109.954699999998
1,2020-02-06,2020-03-06,19909,9909,9353.2858
1,2020-03-12,2020-04-12,19910,9910,14165.7342
1,2020-01-09,2020-02-09,19911,9911,9292.11925
1,2020-03-19,2020-04-19,19912,9912,10842.810000000001
1,2020-03-27,2020-04-27,19913,9913,11867.835099999998
3,2020-03-15,2020-06-15,19914,9914,11900.001999999999
2,2020-01-10,2020-03-10,19915,9915,6484.674
1,2020-03-22,2020-04-22,19916,9916,11264.595
2,2020-01-03,2020-03-03,19917,9917,12285.917250000002
1,2020-01-14,2020-02-14,19918,9918,9293.6385
1,2020-01-20,2020-02-20,19919,9919,15360.67325
1,2020-01-06,2020-02-06,19920,9920,14465.706249999997
1,2020-02-13,2020-03-13,19921,9921,9022.1511
1,2020-01-12,2020-02-12,19922,9922,6677.13465
3,2020-01-11,2020-04-11,19923,9923,7679.165
1,2020-02-21,2020-03-21,19924,9924,12699.591
1,2020-01-22,2020-02-22,19925,9925,10329.58675
2,2020-02-27,2020-04-27,19926,9926,12170.479999999998
2,2020-01-04,2020-03-04,19927,9927,14032.7406
1,2020-01-02,2020-02-02,19928,9928,10215.437
3,2020-01-28,2020-04-28,19929,9929,7972.3544999999995
1,2020-01-20,2020-02-20,19930,9930,7407.88875
1,2020-02-26,2020-03-26,19931,9931,11540.712249999999
1,2020-01-21,2020-02-21,19932,9932,10625.480000000001
2,2020-02-20,2020-04-20,19933,9933,10680.3172
2,2020-03-26,2020-05-26,19934,9934,11366.256000000001
3,2020-03-13,2020-06-13,19935,9935,9711.2005
1,2020-01-03,2020-02-03,19936,9936,12209.826
1,2020-02-08,2020-03-08,19937,9937,8407.890000000001
2,2020-01-11,2020-03-11,19938,9938,10075.897749999998
2,2020-03-14,2020-05-14,19939,9939,7398.448799999999
1,2020-02-03,2020-03-03,19940,9940,9434.387999999999
1,2020-01-18,2020-02-18,19941,9941,7596.425099999998
1,2020-03-01,2020-04-01,19942,9942,14676.867285714286
2,2020-01-31,2020-03-31,19943,9943,10512.025500000002
1,2020-01-08,2020-02-08,19944,9944,4979.766750000001
1,2020-03-05,2020-04-05,19945,9945,13372.284
3,2020-03-26,2020-06-26,19946,9946,13080.078150000001
1,2020-03-21,2020-04-21,19947,9947,9556.172625000001
1,2020-01-01,2020-02-01,19948,9948,11927.451499999997
1,2020-02-29,2020-03-29,19949,9949,9713.370857142856
2,2020-03-11,2020-05-11,19950,9950,13072.451
2,2020-03-07,2020-05-07,19951,9951,8537.258
1,2020-03-12,2020-04-12,19952,9952,12173.982
1,2020-01-07,2020-02-07,19953,9953,8612.448
1,2020-03-03,2020-04-03,19954,9954,11774.21325
1,2020-03-14,2020-04-14,19955,9955,12967.957499999999
1,2020-01-16,2020-02-16,19956,9956,7689.8769999999995
1,2020-01-04,2020-02-04,19957,9957,11413.956771428571
1,2020-03-18,2020-04-18,19958,9958,4085.4655714285714
1,2020-03-07,2020-04-07,19959,9959,8130.4962857142855
2,2020-01-01,2020-03-01,19960,9960,10100.0976
1,2020-01-08,2020-02-08,19961,9961,9010.9035
1,2020-03-30,2020-04-30,19962,9962,14242.339714285716
1,2020-03-07,2020-04-07,19963,9963,7043.062749999999
2,2020-03-23,2020-05-23,19964,9964,11086.3947
3,2020-03-31,2020-06-30,19965,9965,12126.602
1,2020-01-25,2020-02-25,19966,9966,10288.979000000001
1,2020-01-08,2020-02-08,19967,9967,8369.44525
1,2020-01-25,2020-02-25,19968,9968,9820.09725
1,2020-01-15,2020-02-15,19969,9969,9668.2186
2,2020-01-18,2020-03-18,19970,9970,9731.41425
2,2020-01-11,2020-03-11,19971,9971,4886.526
3,2020-02-09,2020-05-09,19972,9972,12017.519849999999
2,2020-03-01,2020-05-01,19973,9973,11937.184999999998
1,2020-02-11,2020-03-11,19974,9974,7396.2858
1,2020-03-23,2020-04-23,19975,9975,8741.919
1,2020-01-03,2020-02-03,19976,9976,9192.853
2,2020-01-22,2020-03-22,19977,9977,9764.168249999999
1,2020-02-09,2020-03-09,19978,9978,13136.22345
1,2020-01-06,2020-02-06,19979,9979,8762.9104
1,2020-01-18,2020-02-18,19980,9980,11404.881000000001
3,2020-03-10,2020-06-10,19981,9981,6612.5176
1,2020-02-06,2020-03-06,19982,9982,8392.955
1,2020-01-08,2020-02-08,19983,9983,9734.427
1,2020-01-13,2020-02-13,19984,9984,9573.2526
2,2020-01-13,2020-03-13,19985,9985,6262.317599999999
1,2020-02-24,2020-03-24,19986,9986,6508.6524
